nama_pelanggan	segmen	negara	kota	provinsi	kodepos	wilayah	ID_produk	Kategori_produk	sub_kategori_produk	nama_produk	Penjualan	jumlah	diskon	keuntungan
Olvera Toch	Consumer	United States	Bethlehem	Pennsylvania	18018	East	FUR-BO-10004409	Furniture	Bookcases	Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray	177.45	5	0.5	-78.078
Barry Franz	Home Office	United States	Pasadena	Texas	77506	Central	FUR-FU-10003691	Furniture	Furnishings	Eldon Image Series Desk Accessories, Ebony	24.7	5	0.6	-9.88
Barry Franz	Home Office	United States	Pasadena	Texas	77506	Central	FUR-FU-10003806	Furniture	Furnishings	Tenex Chairmat w/ Average Lip, 45" x 53"	302.72	5	0.6	-378.4
Olvera Toch	Consumer	United States	Bethlehem	Pennsylvania	18018	East	OFF-AP-10004052	Office Supplies	Appliances	Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk	9.48	3	0.2	0.711
Olvera Toch	Consumer	United States	Bethlehem	Pennsylvania	18018	East	OFF-BI-10000545	Office Supplies	Binders	GBC Ibimaster 500 Manual ProClick Binding System	1369.764	6	0.7	-913.176
Steve Carroll	Home Office	United States	Holland	Michigan	49423	Central	OFF-FA-10000735	Office Supplies	Fasteners	Staples	20.44	7	0	9.198
Khloe Miller	Consumer	United States	Los Angeles	California	90032	West	OFF-LA-10000305	Office Supplies	Labels	Avery 495	18.9	3	0	8.694
Steve Carroll	Home Office	United States	Holland	Michigan	49423	Central	OFF-PA-10002120	Office Supplies	Paper	Xerox 1889	109.92	2	0	53.8608
Pierre Wener	Consumer	United States	Pensacola	Florida	32503	South	OFF-BI-10000201	Office Supplies	Binders	Avery Triangle Shaped Sheet Lifters, Black, 2/Pack	2.214	3	0.7	-1.476
Ritsa Hightower	Consumer	United States	Charlotte	North Carolina	28205	South	OFF-BI-10002429	Office Supplies	Binders	Premier Elliptical Ring Binder, Black	27.396	3	0.7	-20.0904
Jack O'Briant	Corporate	United States	Philadelphia	Pennsylvania	19140	East	OFF-ST-10001713	Office Supplies	Storage	Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black	84.784	2	0.2	-16.9568
Ritsa Hightower	Consumer	United States	Charlotte	North Carolina	28205	South	OFF-ST-10003816	Office Supplies	Storage	Fellowes High-Stak Drawer Files	704.76	5	0.2	26.4285
Rob Williams	Corporate	United States	San Francisco	California	94122	West	OFF-AP-10003849	Office Supplies	Appliances	Hoover Shoulder Vac Commercial Portable Vacuum	715.64	2	0	178.91
Lindsay Shagiari	Home Office	United States	Houston	Texas	77070	Central	OFF-BI-10002353	Office Supplies	Binders	GBC VeloBind Cover Sets	9.264	3	0.8	-13.896
Katherine Hughes	Consumer	United States	Chicago	Illinois	60623	Central	OFF-LA-10003663	Office Supplies	Labels	Avery 498	9.248	4	0.2	3.1212
Katherine Hughes	Consumer	United States	Chicago	Illinois	60623	Central	OFF-ST-10001780	Office Supplies	Storage	Tennsco 16-Compartment Lockers with Coat Rack	1036.624	2	0.2	51.8312
Ken Lonsdale	Consumer	United States	Detroit	Michigan	48205	Central	FUR-FU-10002918	Furniture	Furnishings	Eldon ClusterMat Chair Mat with Cordless Antistatic Protection	272.94	3	0	30.0234
Anna Häberlin	Corporate	United States	San Francisco	California	94122	West	FUR-TA-10002774	Furniture	Tables	Laminate Occasional Tables	863.128	7	0.2	-32.3673
Ken Lonsdale	Consumer	United States	Detroit	Michigan	48205	Central	OFF-AP-10001005	Office Supplies	Appliances	Honeywell Quietcare HEPA Air Cleaner	283.14	4	0.1	72.358
Ken Lonsdale	Consumer	United States	Detroit	Michigan	48205	Central	TEC-PH-10001079	Technology	Phones	Polycom SoundPoint Pro SE-225 Corded phone	118.99	1	0	33.3172
Ken Lonsdale	Consumer	United States	Detroit	Michigan	48205	Central	TEC-PH-10004042	Technology	Phones	ClearOne Communications CHAT 70 OC Speaker Phone	635.96	4	0	165.3496
Khloe Miller	Consumer	United States	Philadelphia	Pennsylvania	19140	East	FUR-FU-10004864	Furniture	Furnishings	Eldon 500 Class Desk Accessories	19.312	2	0.2	3.1382
Thomas Seio	Corporate	United States	Riverside	California	92503	West	OFF-AP-10002892	Office Supplies	Appliances	Belkin F5C206VTEL 6 Outlet Surge	45.96	2	0	13.788
Susan Gilcrest	Corporate	United States	Amarillo	Texas	79109	Central	OFF-PA-10000249	Office Supplies	Paper	Easy-staple paper	19.648	2	0.2	6.6312
Thomas Seio	Corporate	United States	Riverside	California	92503	West	TEC-PH-10002885	Technology	Phones	Apple iPhone 5	1039.728	2	0.2	90.9762
Barry Französisch	Corporate	United States	Los Angeles	California	90032	West	FUR-TA-10001691	Furniture	Tables	Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops	136.464	2	0.2	15.3522
Barry Französisch	Corporate	United States	Los Angeles	California	90032	West	OFF-BI-10000285	Office Supplies	Binders	XtraLife ClearVue Slant-D Ring Binders by Cardinal	12.544	2	0.2	4.704
Barry Französisch	Corporate	United States	Los Angeles	California	90032	West	TEC-PH-10001918	Technology	Phones	Nortel Business Series Terminal T7208 Digital phone	333.576	3	0.2	33.3576
Alex Grayson	Consumer	United States	Tulsa	Oklahoma	74133	Central	OFF-EN-10002504	Office Supplies	Envelopes	Tyvek  Top-Opening Peel & Seel Envelopes, Plain White	81.54	3	0	38.3238
Alex Grayson	Consumer	United States	Tulsa	Oklahoma	74133	Central	TEC-AC-10004803	Technology	Accessories	Sony Micro Vault Click 4 GB USB 2.0 Flash Drive	167.28	12	0	23.4192
Max Ludwig	Home Office	United States	Suffolk	Virginia	23434	South	FUR-FU-10001591	Furniture	Furnishings	Advantus Panel Wall Certificate Holder - 8.5x11	109.8	9	0	46.116
Linda Cazamias	Corporate	United States	Sacramento	California	95823	West	OFF-BI-10000343	Office Supplies	Binders	Pressboard Covers with Storage Hooks, 9 1/2" x 11", Light Blue	11.784	3	0.2	3.9771
Ralph Arnett	Consumer	United States	Peoria	Illinois	61604	Central	OFF-BI-10002003	Office Supplies	Binders	Ibico Presentation Index for Binding Systems	3.98	5	0.8	-6.567
Linda Cazamias	Corporate	United States	Sacramento	California	95823	West	OFF-BI-10003291	Office Supplies	Binders	Wilson Jones Leather-Like Binders with DublLock Round Rings	20.952	3	0.2	7.0713
Max Ludwig	Home Office	United States	Suffolk	Virginia	23434	South	OFF-LA-10002034	Office Supplies	Labels	Avery 478	9.82	2	0	4.8118
Max Ludwig	Home Office	United States	Suffolk	Virginia	23434	South	OFF-LA-10004484	Office Supplies	Labels	Avery 476	4.13	1	0	1.8998
Max Ludwig	Home Office	United States	Suffolk	Virginia	23434	South	OFF-SU-10002573	Office Supplies	Supplies	Acme 10" Easy Grip Assistive Scissors	35.06	2	0	10.518
Linda Cazamias	Corporate	United States	Sacramento	California	95823	West	TEC-PH-10002275	Technology	Phones	Mitel 5320 IP Phone VoIP phone	302.384	2	0.2	30.2384
Maureen Fritzler	Corporate	United States	Huntsville	Alabama	35810	South	OFF-AR-10000538	Office Supplies	Art	Boston Model 1800 Electric Pencil Sharpener, Gray	197.05	7	0	59.115
Liz MacKendrick	Consumer	United States	New York City	New York	10024	East	OFF-AR-10002399	Office Supplies	Art	Dixon Prang Watercolor Pencils, 10-Color Set with Brush	38.34	9	0	15.7194
Anna Häberlin	Corporate	United States	New York City	New York	10024	East	OFF-PA-10000474	Office Supplies	Paper	Easy-staple paper	70.88	2	0	33.3136
Vivek Gonzalez	Consumer	United States	Los Angeles	California	90032	West	TEC-PH-10001700	Technology	Phones	Panasonic KX-TG6844B Expandable Digital Cordless Telephone	211.168	4	0.2	18.4772
Dorothy Wardle	Corporate	United States	Edmonds	Washington	98026	West	TEC-AC-10003610	Technology	Accessories	Logitech Illuminated - Keyboard	179.97	3	0	86.3856
Cathy Armstrong	Home Office	United States	Los Angeles	California	90036	West	FUR-TA-10001932	Furniture	Tables	Chromcraft 48" x 96" Racetrack Double Pedestal Table	513.024	2	0.2	12.8256
Cathy Armstrong	Home Office	United States	Los Angeles	California	90036	West	OFF-AP-10004487	Office Supplies	Appliances	Kensington 4 Outlet MasterPiece Compact Power Control Center	487.92	6	0	136.6176
Cathy Armstrong	Home Office	United States	Los Angeles	California	90036	West	OFF-BI-10002160	Office Supplies	Binders	Acco Hanging Data Binders	15.24	5	0.2	5.334
Jill Fjeld	Consumer	United States	Dallas	Texas	75081	Central	OFF-FA-10000585	Office Supplies	Fasteners	OIC Bulk Pack Metal Binder Clips	11.168	4	0.2	3.6296
Corinna Mitchell	Home Office	United States	Jackson	Mississippi	39212	South	OFF-FA-10001883	Office Supplies	Fasteners	Alliance Super-Size Bands, Assorted Sizes	23.34	3	0	0.2334
Jill Fjeld	Consumer	United States	Dallas	Texas	75081	Central	OFF-PA-10001994	Office Supplies	Paper	Ink Jet Note and Greeting Cards, 8-1/2" x 5-1/2" Card Size	53.952	3	0.2	17.5344
Charles Crestani	Consumer	United States	Oklahoma City	Oklahoma	73120	Central	OFF-PA-10003270	Office Supplies	Paper	Xerox 1954	10.56	2	0	4.752
Denny Blanton	Consumer	Canada	Toronto	Ontario	M5H	East	OFF-AP-10004336	Office Supplies	Appliances	Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit	113.92	2	0	33.04
Denny Blanton	Consumer	Canada	Toronto	Ontario	M5H	East	OFF-AR-10004587	Office Supplies	Art	Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606	39.66	2	0	11.9
Denny Blanton	Consumer	Canada	Toronto	Ontario	M5H	East	OFF-BI-10001718	Office Supplies	Binders	GBC DocuBind P50 Personal Binding Machine	447.86	7	0	210.49
Helen Andreada	Consumer	United States	Fayetteville	North Carolina	28314	South	OFF-AP-10002518	Office Supplies	Appliances	Kensington 7 Outlet MasterPiece Power Center	569.536	4	0.2	64.0728
Gary Hansen	Home Office	United States	Hendersonville	Tennessee	37075	South	OFF-BI-10003314	Office Supplies	Binders	Tuff Stuff Recycled Round Ring Binders	4.338	3	0.7	-3.0366
Gary Hansen	Home Office	United States	Hendersonville	Tennessee	37075	South	OFF-BI-10004465	Office Supplies	Binders	Avery Durable Slant Ring Binders	11.88	5	0.7	-7.92
Helen Andreada	Consumer	United States	Fayetteville	North Carolina	28314	South	OFF-PA-10000130	Office Supplies	Paper	Xerox 199	30.816	9	0.2	9.63
Helen Andreada	Consumer	United States	Fayetteville	North Carolina	28314	South	TEC-PH-10002350	Technology	Phones	Apple EarPods with Remote and Mic	44.784	2	0.2	4.4784
Michelle Tran	Home Office	United States	Tulsa	Oklahoma	74133	Central	OFF-BI-10003007	Office Supplies	Binders	Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2" x 11"	77.56	2	0	35.6776
Michelle Tran	Home Office	United States	Tulsa	Oklahoma	74133	Central	OFF-BI-10003305	Office Supplies	Binders	Avery Hanging File Binders	41.86	7	0	19.2556
Michelle Tran	Home Office	United States	Tulsa	Oklahoma	74133	Central	OFF-PA-10001870	Office Supplies	Paper	Xerox 202	32.4	5	0	15.552
Becky Castell	Home Office	United States	New York City	New York	10011	East	FUR-CH-10000225	Furniture	Chairs	Global Geo Office Task Chair, Gray	145.764	2	0.1	-8.098
Nora Preis	Consumer	United States	New York City	New York	10024	East	FUR-TA-10001095	Furniture	Tables	Chromcraft Round Conference Tables	209.148	2	0.4	-66.2302
Cindy Schnelling	Corporate	United States	Lakeland	Florida	33801	South	FUR-TA-10002533	Furniture	Tables	BPI Conference Tables	562.2925	7	0.45	-255.5875
Deborah Brumfield	Home Office	United States	Philadelphia	Pennsylvania	19134	East	OFF-AR-10000914	Office Supplies	Art	Boston 16765 Mini Stand Up Battery Pencil Sharpener	37.312	4	0.2	2.7984
Lena Cacioppo	Consumer	United States	Des Moines	Iowa	50315	Central	OFF-PA-10000029	Office Supplies	Paper	Xerox 224	6.48	1	0	3.1104
Nora Preis	Consumer	United States	New York City	New York	10024	East	OFF-ST-10000078	Office Supplies	Storage	Tennsco 6- and 18-Compartment Lockers	1591.02	6	0	286.3836
Chris McAfee	Consumer	United States	Carrollton	Texas	75007	Central	TEC-AC-10004145	Technology	Accessories	Logitech diNovo Edge Keyboard	1399.944	7	0.2	52.4979
Theresa Swint	Corporate	United States	West Allis	Wisconsin	53214	Central	FUR-BO-10001337	Furniture	Bookcases	O'Sullivan Living Dimensions 2-Shelf Bookcases	241.96	2	0	24.196
Hunter Glantz	Consumer	United States	Kenner	Louisiana	70065	South	OFF-AP-10002222	Office Supplies	Appliances	Staple holder	17.34	2	0	4.6818
Carol Triggs	Consumer	United States	Irving	Texas	75061	Central	OFF-AP-10002534	Office Supplies	Appliances	3.6 Cubic Foot Counter Height Office Refrigerator	58.924	1	0.8	-153.2024
Erin Mull	Consumer	United States	Jacksonville	North Carolina	28540	South	OFF-BI-10000138	Office Supplies	Binders	Acco Translucent Poly Ring Binders	11.232	8	0.7	-8.2368
Roy Französisch	Consumer	United States	Springfield	Virginia	22153	South	OFF-BI-10002309	Office Supplies	Binders	Avery Heavy-Duty EZD  Binder With Locking Rings	22.32	4	0	10.7136
Theresa Swint	Corporate	United States	West Allis	Wisconsin	53214	Central	OFF-BI-10003529	Office Supplies	Binders	Avery Round Ring Poly Binders	8.52	3	0	4.1748
Roy Französisch	Consumer	United States	Springfield	Virginia	22153	South	OFF-LA-10003923	Office Supplies	Labels	Alphabetical Labels for Top Tab Filing	103.6	7	0	51.8
Erin Mull	Consumer	United States	Jacksonville	North Carolina	28540	South	OFF-PA-10004947	Office Supplies	Paper	Easy-staple paper	10.272	3	0.2	3.21
Carol Triggs	Consumer	United States	Irving	Texas	75061	Central	OFF-SU-10003505	Office Supplies	Supplies	Premier Electric Letter Opener	185.376	2	0.2	-34.758
Hunter Glantz	Consumer	United States	Kenner	Louisiana	70065	South	TEC-AC-10000158	Technology	Accessories	Sony 64GB Class 10 Micro SDHC R40 Memory Card	71.98	2	0	15.1158
Jill Matthias	Consumer	United States	Los Angeles	California	90045	West	OFF-PA-10000551	Office Supplies	Paper	Array Memo Cubes	15.54	3	0	7.6146
Toby Ritter	Consumer	United States	Nashville	Tennessee	37211	South	OFF-PA-10000552	Office Supplies	Paper	Xerox 200	15.552	3	0.2	5.4432
Stephanie Phelps	Corporate	United States	Akron	Ohio	44312	East	TEC-AC-10000420	Technology	Accessories	Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning	279.96	5	0.2	48.993
Jill Matthias	Consumer	United States	Los Angeles	California	90045	West	TEC-MA-10000423	Technology	Machines	Texas Instruments TI-34 Scientific Calculator	105.552	6	0.2	35.6238
Stephanie Phelps	Corporate	United States	Akron	Ohio	44312	East	TEC-PH-10001530	Technology	Phones	Plantronics Voyager Pro Legend	247.188	2	0.4	-49.4376
Stephanie Phelps	Corporate	United States	Akron	Ohio	44312	East	TEC-PH-10003580	Technology	Phones	Cisco IP Phone 7961G-GE VoIP phone	259.896	2	0.4	-56.3108
Christopher Conant	Consumer	United States	Fayetteville	North Carolina	28314	South	FUR-CH-10000988	Furniture	Chairs	Hon Olson Stacker Stools	225.296	2	0.2	22.5296
Bill Donatelli	Consumer	United States	Los Angeles	California	90004	West	FUR-FU-10004071	Furniture	Furnishings	Luxo Professional Magnifying Clamp-On Fluorescent Lamps	312.03	3	0	43.6842
Max Engle	Consumer	United States	Aurora	Colorado	80013	West	OFF-AP-10003287	Office Supplies	Appliances	Tripp Lite TLP810NET Broadband Surge for Modem/Fax	122.328	3	0.2	12.2328
Max Engle	Consumer	United States	Aurora	Colorado	80013	West	OFF-BI-10001989	Office Supplies	Binders	Premium Transparent Presentation Covers by GBC	18.882	3	0.7	-13.8468
Craig Yedwab	Corporate	United States	Oakland	California	94601	West	OFF-LA-10000452	Office Supplies	Labels	Avery 488	3.15	1	0	1.512
Bill Donatelli	Consumer	United States	Los Angeles	California	90004	West	OFF-PA-10004911	Office Supplies	Paper	Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk	37.52	4	0	18.0096
Bill Donatelli	Consumer	United States	Los Angeles	California	90004	West	OFF-ST-10001505	Office Supplies	Storage	Perma STOR-ALL Hanging File Box, 13 1/8"W x 12 1/4"D x 10 1/2"H	17.94	3	0	3.0498
John Castell	Consumer	United States	Tallahassee	Florida	32303	South	TEC-PH-10000369	Technology	Phones	HTC One Mini	705.544	7	0.2	70.5544
Bill Donatelli	Consumer	United States	Los Angeles	California	90004	West	TEC-PH-10004614	Technology	Phones	AT&T 841000 Phone	165.6	3	0.2	10.35
Craig Yedwab	Corporate	United States	Oakland	California	94601	West	TEC-PH-10004896	Technology	Phones	Nokia Lumia 521 (T-Mobile)	71.976	3	0.2	7.1976
Anthony O'Donnell	Corporate	United States	Los Angeles	California	90045	West	FUR-TA-10004152	Furniture	Tables	Barricks 18" x 48" Non-Folding Utility Table with Bottom Storage Shelf	161.28	2	0.2	12.096
Pete Kriz	Consumer	United States	San Francisco	California	94110	West	OFF-EN-10004030	Office Supplies	Envelopes	Convenience Packs of Business Envelopes	10.86	3	0	5.1042
Jeremy Pistek	Consumer	United States	Davis	California	95616	West	OFF-PA-10000019	Office Supplies	Paper	Xerox 1931	32.4	5	0	15.552
Neoma Murray	Consumer	United States	Seattle	Washington	98105	West	OFF-BI-10003712	Office Supplies	Binders	Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Light Blue	15.712	4	0.2	5.6956
Matt Abelman	Home Office	United States	Houston	Texas	77070	Central	FUR-FU-10000320	Furniture	Furnishings	OIC Stacking Trays	5.344	4	0.6	-2.1376
Matt Abelman	Home Office	United States	Houston	Texas	77070	Central	FUR-FU-10001940	Furniture	Furnishings	Staple-based wall hangings	9.552	3	0.6	-3.8208
Helen Wasserman	Corporate	United States	New York City	New York	10024	East	OFF-AP-10000576	Office Supplies	Appliances	Belkin 7 Outlet SurgeMaster II	355.32	9	0	99.4896
Natalie Fritzler	Consumer	United States	Edinburg	Texas	78539	Central	OFF-BI-10001617	Office Supplies	Binders	GBC Wire Binding Combs	2.068	1	0.8	-3.4122
Natalie Fritzler	Consumer	United States	Edinburg	Texas	78539	Central	OFF-PA-10004665	Office Supplies	Paper	Advantus Motivational Note Cards	83.84	8	0.2	30.392
Greg Guthrie	Corporate	United States	New York City	New York	10035	East	TEC-PH-10000439	Technology	Phones	GE DSL Phone Line Filter	39.99	1	0	11.5971
Resi Pölking	Consumer	United States	New York City	New York	10009	East	OFF-BI-10000666	Office Supplies	Binders	Surelock Post Binders	146.688	6	0.2	55.008
Resi Pölking	Consumer	United States	New York City	New York	10009	East	OFF-BI-10003429	Office Supplies	Binders	Cardinal HOLDit! Binder Insert Strips,Extra Strips	25.32	5	0.2	9.1785
Resi Pölking	Consumer	United States	New York City	New York	10009	East	OFF-BI-10004318	Office Supplies	Binders	Ibico EB-19 Dual Function Manual Binding System	276.784	2	0.2	89.9548
Dianna Wilson	Home Office	United States	Detroit	Michigan	48205	Central	TEC-PH-10004924	Technology	Phones	SKILCRAFT Telephone Shoulder Rest, 2" x 6.5" x 2.5", Black	14.78	2	0	3.9906
Jay Kimmel	Consumer	United States	New York City	New York	10035	East	FUR-CH-10002961	Furniture	Chairs	Leather Task Chair, Black	573.174	7	0.1	63.686
Rick Bensley	Home Office	United States	Philadelphia	Pennsylvania	19143	East	FUR-TA-10002530	Furniture	Tables	Iceberg OfficeWorks 42" Round Tables	815.292	9	0.4	-339.705
Scot Coram	Corporate	United States	Los Angeles	California	90004	West	FUR-TA-10003569	Furniture	Tables	Bretford CR8500 Series Meeting Room Furniture	2887.056	9	0.2	180.441
Rachel Payne	Corporate	United States	Seattle	Washington	98115	West	OFF-BI-10003727	Office Supplies	Binders	Avery Durable Slant Ring Binders With Label Holder	33.44	10	0.2	11.704
Scot Coram	Corporate	United States	Los Angeles	California	90004	West	OFF-BI-10004465	Office Supplies	Binders	Avery Durable Slant Ring Binders	12.672	2	0.2	4.752
Stephanie Ulpright	Home Office	United States	Greenville	North Carolina	27834	South	OFF-LA-10004559	Office Supplies	Labels	Avery 49	9.216	4	0.2	3.3408
Scot Coram	Corporate	United States	Los Angeles	California	90004	West	OFF-PA-10002606	Office Supplies	Paper	Xerox 1928	47.52	9	0	21.384
Scot Coram	Corporate	United States	Los Angeles	California	90004	West	OFF-PA-10003848	Office Supplies	Paper	Xerox 1997	12.96	2	0	6.2208
Stephanie Ulpright	Home Office	United States	Greenville	North Carolina	27834	South	OFF-SU-10002573	Office Supplies	Supplies	Acme 10" Easy Grip Assistive Scissors	28.048	2	0.2	3.506
Scot Coram	Corporate	United States	Los Angeles	California	90004	West	TEC-AC-10000844	Technology	Accessories	Logitech Gaming G510s - Keyboard	254.97	3	0	91.7892
Scot Coram	Corporate	United States	Los Angeles	California	90004	West	TEC-PH-10003187	Technology	Phones	Anker Astro Mini 3000mAh Ultra-Compact Portable Charger	31.984	2	0.2	-7.996
Scot Coram	Corporate	United States	Los Angeles	California	90004	West	TEC-PH-10003555	Technology	Phones	Motorola HK250 Universal Bluetooth Headset	91.96	5	0.2	-20.691
Tony Chapman	Home Office	United States	Fort Collins	Colorado	80525	West	FUR-FU-10001979	Furniture	Furnishings	Dana Halogen Swing-Arm Architect Lamp	98.328	3	0.2	9.8328
Craig Reiter	Consumer	United States	Columbus	Ohio	43229	East	OFF-AP-10002439	Office Supplies	Appliances	Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge	113.552	2	0.2	8.5164
Pauline Webber	Corporate	United States	Los Angeles	California	90049	West	OFF-AR-10002255	Office Supplies	Art	Newell 346	5.76	2	0	1.6704
Sheri Gordon	Consumer	United States	Gresham	Oregon	97030	West	OFF-BI-10000088	Office Supplies	Binders	GBC Imprintable Covers	26.352	8	0.7	-18.4464
Craig Reiter	Consumer	United States	Columbus	Ohio	43229	East	OFF-BI-10002827	Office Supplies	Binders	Avery Durable Poly Binders	3.318	2	0.7	-2.6544
Dorothy Dickinson	Consumer	United States	Houston	Texas	77041	Central	OFF-BI-10003676	Office Supplies	Binders	GBC Standard Recycled Report Covers, Clear Plastic Sheets	4.312	2	0.8	-6.8992
Craig Reiter	Consumer	United States	Columbus	Ohio	43229	East	OFF-EN-10002230	Office Supplies	Envelopes	Airmail Envelopes	134.288	2	0.2	45.3222
Deirdre Greer	Corporate	United States	Seattle	Washington	98105	West	OFF-PA-10001870	Office Supplies	Paper	Xerox 202	19.44	3	0	9.3312
Maxwell Schwartz	Consumer	United States	Seattle	Washington	98105	West	FUR-CH-10001973	Furniture	Chairs	Office Star Flex Back Scooter Chair with White Frame	532.704	6	0.2	-39.9528
Mick Hernandez	Home Office	United States	Pharr	Texas	78577	Central	FUR-FU-10004973	Furniture	Furnishings	Flat Face Poster Frame	22.608	3	0.6	-10.1736
Maxwell Schwartz	Consumer	United States	Seattle	Washington	98105	West	OFF-AP-10001492	Office Supplies	Appliances	Acco Six-Outlet Power Strip, 4' Cord Length	43.1	5	0	11.206
Jennifer Patt	Corporate	United States	New York City	New York	10035	East	OFF-AP-10002118	Office Supplies	Appliances	1.7 Cubic Foot Compact "Cube" Office Refrigerators	1040.8	5	0	281.016
Jennifer Patt	Corporate	United States	New York City	New York	10035	East	OFF-AR-10001954	Office Supplies	Art	Newell 331	29.34	6	0	7.9218
Jennifer Patt	Corporate	United States	New York City	New York	10035	East	OFF-AR-10002399	Office Supplies	Art	Dixon Prang Watercolor Pencils, 10-Color Set with Brush	21.3	5	0	8.733
Maxwell Schwartz	Consumer	United States	Seattle	Washington	98105	West	OFF-EN-10002504	Office Supplies	Envelopes	Tyvek  Top-Opening Peel & Seel Envelopes, Plain White	135.9	5	0	63.873
Matt Abelman	Home Office	United States	Sheboygan	Wisconsin	53081	Central	OFF-LA-10002945	Office Supplies	Labels	Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White	25.2	4	0	11.592
Matt Abelman	Home Office	United States	Sheboygan	Wisconsin	53081	Central	OFF-LA-10003537	Office Supplies	Labels	Avery 515	37.59	3	0	17.6673
Maxwell Schwartz	Consumer	United States	Seattle	Washington	98105	West	OFF-PA-10002160	Office Supplies	Paper	Xerox 1978	34.68	6	0	16.9932
Matt Abelman	Home Office	United States	Sheboygan	Wisconsin	53081	Central	OFF-ST-10002406	Office Supplies	Storage	Pizazz Global Quick File	14.97	1	0	4.1916
Mick Hernandez	Home Office	United States	Pharr	Texas	78577	Central	OFF-ST-10002743	Office Supplies	Storage	SAFCO Boltless Steel Shelving	727.296	8	0.2	-172.7328
Maxwell Schwartz	Consumer	United States	Seattle	Washington	98105	West	OFF-SU-10002189	Office Supplies	Supplies	Acme Rosewood Handle Letter Opener	15.88	4	0	0.1588
Mick Hernandez	Home Office	United States	Pharr	Texas	78577	Central	TEC-AC-10002842	Technology	Accessories	WD My Passport Ultra 2TB Portable External Hard Drive	666.4	7	0.2	-33.32
Matt Abelman	Home Office	United States	Sheboygan	Wisconsin	53081	Central	TEC-AC-10003433	Technology	Accessories	Maxell 4.7GB DVD+R 5/Pack	1.98	2	0	0.891
Maxwell Schwartz	Consumer	United States	Seattle	Washington	98105	West	TEC-MA-10001972	Technology	Machines	Okidata C331dn Printer	837.6	3	0.2	62.82
Don Jones	Corporate	United States	San Diego	California	92037	West	FUR-CH-10001215	Furniture	Chairs	Global Troy Executive Leather Low-Back Tilter	1603.136	4	0.2	100.196
Linda Cazamias	Corporate	United States	Pasadena	Texas	77506	Central	FUR-CH-10002126	Furniture	Chairs	Hon Deluxe Fabric Upholstered Stacking Chairs	1024.716	6	0.3	-29.2776
Xylona Preis	Consumer	United States	Athens	Georgia	30605	South	FUR-FU-10000308	Furniture	Furnishings	Deflect-o Glass Clear Studded Chair Mats	186.54	3	0	41.0388
Andrew Allen	Consumer	United States	Detroit	Michigan	48234	Central	FUR-TA-10004147	Furniture	Tables	Hon 4060 Series Tables	447.84	4	0	98.5248
Tom Stivers	Corporate	United States	Los Angeles	California	90045	West	OFF-AR-10000390	Office Supplies	Art	Newell Chalk Holder	8.26	2	0	3.7996
Andrew Allen	Consumer	United States	Detroit	Michigan	48234	Central	OFF-AR-10002578	Office Supplies	Art	Newell 335	8.64	3	0	2.5056
Vivek Grady	Corporate	United States	Philadelphia	Pennsylvania	19140	East	OFF-AR-10004165	Office Supplies	Art	Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow	5.472	3	0.2	1.6416
Ken Dana	Corporate	United States	New York City	New York	10024	East	OFF-BI-10001510	Office Supplies	Binders	Deluxe Heavy-Duty Vinyl Round Ring Binder	146.688	8	0.2	45.84
Roland Fjeld	Consumer	United States	San Jose	California	95123	West	OFF-FA-10002983	Office Supplies	Fasteners	Advantus SlideClip Paper Clips	10.23	3	0	4.9104
Charles Crestani	Consumer	United States	Seattle	Washington	98103	West	OFF-PA-10000019	Office Supplies	Paper	Xerox 1931	6.48	1	0	3.1104
Andrew Allen	Consumer	United States	Detroit	Michigan	48234	Central	OFF-PA-10000605	Office Supplies	Paper	Xerox 1950	11.56	2	0	5.6644
Stuart Van	Corporate	United States	Miami	Florida	33142	South	OFF-PA-10002319	Office Supplies	Paper	Xerox 1944	31.008	1	0.2	11.2404
Roland Fjeld	Consumer	United States	San Jose	California	95123	West	OFF-PA-10003625	Office Supplies	Paper	Xerox 1979	154.9	5	0	69.705
Vivek Grady	Corporate	United States	Philadelphia	Pennsylvania	19140	East	TEC-AC-10001109	Technology	Accessories	Logitech Trackman Marble Mouse	47.984	2	0.2	13.1956
Shirley Schmidt	Home Office	United States	Franklin	Wisconsin	53132	Central	TEC-AC-10002006	Technology	Accessories	Memorex Micro Travel Drive 16 GB	47.97	3	0	14.8707
